AudioFile,Time,Speaker,Content,Processed,Phonemes
audio_01857,74.4,KAL1233,"Departure, good afternoon, Korean Air 1233. passing 2000' 5 hundred BULTI 1T Departure",Departure good afternoon Korean Air One Two Three Three Decimal passing Two Thousand Five hundred $BULTI$ One Tango Departure,D IH P AA R CH ER G UH D AE F T ER N UW N K AO R IY AH N EH R W AH N T UW TH R IY TH R IY D EH S AH M AH L P AE S IH NG T UW TH AW Z AH N D F AY V HH AH N D R AH D B AH L T IY W AH N T AE NG G OW D IH P AA R CH ER
audio_01858,81.4,DEP,"Korean Air 1233, Seoul departure radar contact climb to 5000'",Korean Air One Two Three Three Seoul departure radar contact climb to Five Thousand,K AO R IY AH N EH R W AH N T UW TH R IY TH R IY S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F AY V TH AW Z AH N D
audio_01859,86.4,KAL1233,"Climb to 5000', Korean Air 1233",Climb to Five Thousand Korean Air One Two Three Three,K L AY M T UW F AY V TH AW Z AH N D K AO R IY AH N EH R W AH N T UW TH R IY TH R IY
audio_01860,89.4,DEP,"Zippy 42, cancel all altitude restriction",Zippy Four Two cancel all altitude restriction,Z IH P IY F AO R T UW K AE N S AH L AO L AE L T AH T UW D R IY S T R IH K SH AH N
audio_01862,97.6,KAL810,"Seoul Approach, Korean Air 810",Seoul Approach Korean Air Eight One Zero,S OW L AH P R OW CH K AO R IY AH N EH R EY T W AH N Z IH R OW
audio_01863,101.0,APP,"Korean Air 810 Heavy, Seoul Approach, radar contact direct to PAMBI, expect RWY33R, descend to 8000'",Korean Air Eight One Zero Heavy Seoul Approach radar contact direct to $PAMBI$ expect Runway Three Three Right descend to Eight Thousand,K AO R IY AH N EH R EY T W AH N Z IH R OW HH EH V IY S OW L AH P R OW CH R EY D AA R K AA N T AE K T D ER EH K T T UW P AE M B IY IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T D IH S EH N D T UW EY T TH AW Z AH N D
audio_01865,116.0,APP,"Korean Air 810, correction expect RWY34L",Korean Air Eight One Zero correction expect Runway Three Four Left,K AO R IY AH N EH R EY T W AH N Z IH R OW K ER EH K SH AH N IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T
audio_01867,125.0,APP,"American 9733, descend to 7000', cleared ILS RWY33R",American Niner Seven Three Three descend to Seven Thousand cleared I L S Runway Three Three Right,AH M EH R AH K AH N N AY N ER S EH V AH N TH R IY TH R IY D IH S EH N D T UW S EH V AH N TH AW Z AH N D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T
audio_01870,145.0,KAL1233,"Korean Air 1233, looking out",Korean Air One Two Three Three looking out,K AO R IY AH N EH R W AH N T UW TH R IY TH R IY L UH K IH NG AW T
audio_01871,150.6,JNA319,"Seoul Departure, Jin Air 319, passing 8 Hundred, climb 6000' BULTI 1T",Seoul Departure Jin Air Three One Niner passing Eight Hundred climb Six Thousand $BULTI$ One Tango,S OW L D IH P AA R CH ER JH IH N EH R TH R IY W AH N N AY N ER P AE S IH NG EY T HH AH N D R AH D K L AY M S IH K S TH AW Z AH N D B AH L T IY W AH N T AE NG G OW
audio_01872,156.1,DEP,"Jin Air 319, Seoul Departure, radar contact, climb to FL280 cancel level restriction",Jin Air Three One Niner Seoul Departure radar contact climb to Flight Level Two Eight Zero cancel level restriction,JH IH N EH R TH R IY W AH N N AY N ER S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW EY T Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_01873,162.1,JNA319,"FL280, cancel level restriction, Jin Air 319",Flight Level Two Eight Zero cancel level restriction Jin Air Three One Niner,F L AY T L EH V AH L T UW EY T Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N JH IH N EH R TH R IY W AH N N AY N ER
audio_01874,168.5,DEP,"Korean Air 1233, climb to 11000'",Korean Air One Two Three Three climb to One One Thousand,K AO R IY AH N EH R W AH N T UW TH R IY TH R IY K L AY M T UW W AH N W AH N TH AW Z AH N D
audio_01875,171.5,KAL1233,"Climb to 11000', Korean Air 1233",Climb to One One Thousand Korean Air One Two Three Three,K L AY M T UW W AH N W AH N TH AW Z AH N D K AO R IY AH N EH R W AH N T UW TH R IY TH R IY
audio_01876,176.9,DEP,"Korean Air 1233, traffic no factor, climb to FL280, cancel level",Korean Air One Two Three Three traffic no factor climb to Flight Level Two Eight Zero cancel level,K AO R IY AH N EH R W AH N T UW TH R IY TH R IY T R AE F IH K N OW F AE K T ER K L AY M T UW F L AY T L EH V AH L T UW EY T Z IH R OW K AE N S AH L L EH V AH L
audio_01877,182.7,KAL1233,"Climb to FL280, cancel level restriction, Korean Air 1233 now traffic in sight",Climb to Flight Level Two Eight Zero cancel level restriction Korean Air One Two Three Three now traffic in sight,K L AY M T UW F L AY T L EH V AH L T UW EY T Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N K AO R IY AH N EH R W AH N T UW TH R IY TH R IY N AW T R AE F IH K IH N S AY T
audio_01878,191.2,APP,"Asiana 786, descend to 3000' 6 Hundred, cleared ILS RWY33R approach",Asiana Seven Eight Six descend to Three Thousand Six Hundred cleared I L S Runway Three Three Right approach,AA S IY AA N AH S EH V AH N EY T S IH K S D IH S EH N D T UW TH R IY TH AW Z AH N D S IH K S HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH
audio_01879,196.5,AAR786,"Descend to 3000' 6 Hundred, cleared ILS RWY33R Approach, Asiana 786",Descend to Three Thousand Six Hundred cleared I L S Runway Three Three Right Approach Asiana Seven Eight Six,D IH S EH N D T UW TH R IY TH AW Z AH N D S IH K S HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T AH P R OW CH AA S IY AA N AH S EH V AH N EY T S IH K S
audio_01880,202.5,KAL907,"passing 1000' 5 Hundred, climb to FL240",passing One Thousand Five Hundred climb to Flight Level Two Four Zero,P AE S IH NG W AH N TH AW Z AH N D F AY V HH AH N D R AH D K L AY M T UW F L AY T L EH V AH L T UW F AO R Z IH R OW
audio_01881,205.5,DEP,"Good afternoon, Korean Air 907, Seoul Departure, radar contact, climb to FL240",Good afternoon Korean Air Niner Zero Seven Seoul Departure radar contact climb to Flight Level Two Four Zero,G UH D AE F T ER N UW N K AO R IY AH N EH R N AY N ER Z IH R OW S EH V AH N S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW F AO R Z IH R OW
audio_01883,216.4,DEP,"Zippy 42, contact Daegu Control 134.17",Zippy Four Two contact Daegu Control One Three Four Decimal One Seven,Z IH P IY F AO R T UW K AA N T AE K T D EY G UW K AH N T R OW L W AH N TH R IY F AO R D EH S AH M AH L W AH N S EH V AH N
audio_01887,237.0,DEP,"Korean Air 1235, Seoul Departure, radar contact, climb to FL280, cancel level restriction",Korean Air One Two Three Five Seoul Departure radar contact climb to Flight Level Two Eight Zero cancel level restriction,K AO R IY AH N EH R W AH N T UW TH R IY F AY V S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW EY T Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_01888,243.0,KAL1235,"Climb FL280, cancel level restriction, Korean Air 1235",Climb Flight Level Two Eight Zero cancel level restriction Korean Air One Two Three Five,K L AY M F L AY T L EH V AH L T UW EY T Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N K AO R IY AH N EH R W AH N T UW TH R IY F AY V
audio_01889,249.2,FDX5132,"Seoul Approach, good afternoon Fedex 5132, descending to FL215 10miles by KARBU",Seoul Approach good afternoon Fedex Five One Three Two descending to Flight Level Two One Five 10miles by $KARBU$,S OW L AH P R OW CH G UH D AE F T ER N UW N F EH D EH K S F AY V W AH N TH R IY T UW D IH S EH N D IH NG T UW F L AY T L EH V AH L T UW W AH N F AY V T EH N M AH L Z B AY K AA R B UW
audio_01890,254.6,APP,"Fedex 5132 Heavy, Seoul Approach, radar contact, cleared KARBU 1E Arrival, expect RWY33R",Fedex Five One Three Two Heavy Seoul Approach radar contact cleared $KARBU$ One Echo Arrival expect Runway Three Three Right,F EH D EH K S F AY V W AH N TH R IY T UW HH EH V IY S OW L AH P R OW CH R EY D AA R K AA N T AE K T K L IH R D K AA R B UW W AH N EH K OW ER AY V AH L IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T
audio_01891,261.6,FDX5132,"KARBU 1E, expect RWY33R, Fedex 5132",$KARBU$ One Echo expect Runway Three Three Right Fedex Five One Three Two,K AA R B UW W AH N EH K OW IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T F EH D EH K S F AY V W AH N TH R IY T UW
audio_01892,265.6,APP,"Korean Air 810, descend to 1000' 6 Hundred",Korean Air Eight One Zero descend to One Thousand Six Hundred,K AO R IY AH N EH R EY T W AH N Z IH R OW D IH S EH N D T UW W AH N TH AW Z AH N D S IH K S HH AH N D R AH D
audio_01893,268.6,KAL810,"Descending 1000' 6 Hundred, Korean Air 810",Descending One Thousand Six Hundred Korean Air Eight One Zero,D IH S EH N D IH NG W AH N TH AW Z AH N D S IH K S HH AH N D R AH D K AO R IY AH N EH R EY T W AH N Z IH R OW
audio_01894,274.2,JJA143,"Departure, Jeju Air 143, passing 1000', initial 6000',  BULTI 1T",Departure Jeju Air One Four Three passing One Thousand initial Six Thousand $BULTI$ One Tango,D IH P AA R CH ER JH EY JH UW EH R W AH N F AO R TH R IY P AE S IH NG W AH N TH AW Z AH N D IH N IH SH AH L S IH K S TH AW Z AH N D B AH L T IY W AH N T AE NG G OW
audio_01895,280.9,DEP,"Jeju Air 143, Seoul Departure radar contact, climb to FL260 cancel level restriction",Jeju Air One Four Three Seoul Departure radar contact climb to Flight Level Two Six Zero cancel level restriction,JH EY JH UW EH R W AH N F AO R TH R IY S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_01896,286.9,JJA143,"Climb to FL260, cancel level restriction, Jeju Air",Climb to Flight Level Two Six Zero cancel level restriction Jeju Air,K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N JH EY JH UW EH R
audio_01897,294.9,CLX6497,"Departure, good evening Cargolux 6497, passing 1000' 7 Hundred, climbing FL240",Departure good evening Cargolux Six Four Niner Seven passing One Thousand Seven Hundred climbing Flight Level Two Four Zero,D IH P AA R CH ER G UH D IY V N IH NG K AA R G AH L K S IH K S F AO R N AY N ER S EH V AH N P AE S IH NG W AH N TH AW Z AH N D S EH V AH N HH AH N D R AH D K L AY M IH NG F L AY T L EH V AH L T UW F AO R Z IH R OW
audio_01898,301.9,DEP,"Good afternoon, Cargolux 6497, Seoul Departure, radar contact, climb to FL240",Good afternoon Cargolux Six Four Niner Seven Seoul Departure radar contact climb to Flight Level Two Four Zero,G UH D AE F T ER N UW N K AA R G AH L K S IH K S F AO R N AY N ER S EH V AH N S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW F AO R Z IH R OW
audio_01899,307.9,CLX6497,"Climb FL240, Cargolux 6497",Climb Flight Level Two Four Zero Cargolux Six Four Niner Seven,K L AY M F L AY T L EH V AH L T UW F AO R Z IH R OW K AA R G AH L K S IH K S F AO R N AY N ER S EH V AH N
audio_01900,310.9,DEP,"Korean Air 1233, contact Incheon Control 126.1",Korean Air One Two Three Three contact Incheon Control One Two Six Decimal One,K AO R IY AH N EH R W AH N T UW TH R IY TH R IY K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N
audio_01901,316.9,KAL1233,"Incheon 126 17, Korean Air 1233, good day",Incheon One Two Six One Seven Korean Air One Two Three Three good day,IH N CH AH N W AH N T UW S IH K S W AH N S EH V AH N K AO R IY AH N EH R W AH N T UW TH R IY TH R IY G UH D D EY
audio_01902,323.9,FDX5132,"say again, Fedex 5132",say again Fedex Five One Three Two,S EY AH G EH N F EH D EH K S F AY V W AH N TH R IY T UW
audio_01904,331.9,APP,"Fedex 5132, descend to 13000', QNH100",Fedex Five One Three Two descend to One Three Thousand Q N H One Zero Zero,F EH D EH K S F AY V W AH N TH R IY T UW D IH S EH N D T UW W AH N TH R IY TH AW Z AH N D K Y UW EH N EY CH W AH N Z IH R OW Z IH R OW
audio_01907,351.5,DEP,"Jin Air 319, contact Incheon Control 126.17, good day",Jin Air Three One Niner contact Incheon Control One Two Six Decimal One Seven good day,JH IH N EH R TH R IY W AH N N AY N ER K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N G UH D D EY
audio_01908,357.2,JNA319,"Contact Incheon Control 126.17, Jin Air 319",Contact Incheon Control One Two Six Decimal One Seven Jin Air Three One Niner,K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N JH IH N EH R TH R IY W AH N N AY N ER
audio_01909,362.2,APP,report established RWY33R,report established Runway Three Three Right,R IY P AO R T IH S T AE B L IH SH T R AH N W EY TH R IY TH R IY R AY T
audio_01910,366.2,AAL9733,"We're established at this time 33R, American 9733",Were established at this time Three Three Right American Niner Seven Three Three,W ER IH S T AE B L IH SH T AE T DH IH S T AY M TH R IY TH R IY R AY T AH M EH R AH K AH N N AY N ER S EH V AH N TH R IY TH R IY
audio_01911,370.2,APP,"American 9733, contact Incheon Tower 118.2",American Niner Seven Three Three contact Incheon Tower One One Eight Decimal Two,AH M EH R AH K AH N N AY N ER S EH V AH N TH R IY TH R IY K AA N T AE K T IH N CH AH N T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_01912,374.2,AAL9733,"1 Eighteen .2, American 97",One Eighteen Decimal Two American Niner Seven,W AH N EY T IY N D EH S AH M AH L T UW AH M EH R AH K AH N N AY N ER S EH V AH N
audio_01913,381.2,PAC249,"Seoul Approach, Polar 249",Seoul Approach Polar Two Four Niner,S OW L AH P R OW CH P OW L ER T UW F AO R N AY N ER
audio_01914,384.2,APP,"Polar 249, Seoul Approach, radar contact, cleared GUKDO 1E Arrival, expect RWY33R",Polar Two Four Niner Seoul Approach radar contact cleared $GUKDO$ One Echo Arrival expect Runway Three Three Right,P OW L ER T UW F AO R N AY N ER S OW L AH P R OW CH R EY D AA R K AA N T AE K T K L IH R D G UW D K OW W AH N EH K OW ER AY V AH L IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T
audio_01915,390.2,PAC249.,"Cleared GUKDO 1E Arrival, expect RWY33R, Polar 249",Cleared $GUKDO$ One Echo Arrival expect Runway Three Three Right Polar Two Four Niner,K L IH R D G UW D K OW W AH N EH K OW ER AY V AH L IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T P OW L ER T UW F AO R N AY N ER
audio_01916,395.2,APP,"Polar 249, maintain FL180",Polar Two Four Niner maintain Flight Level One Eight Zero,P OW L ER T UW F AO R N AY N ER M EY N T EY N F L AY T L EH V AH L W AH N EY T Z IH R OW
audio_01917,398.2,PAC249,"Maintain FL180, Polar 249",Maintain Flight Level One Eight Zero Polar Two Four Niner,M EY N T EY N F L AY T L EH V AH L W AH N EY T Z IH R OW P OW L ER T UW F AO R N AY N ER
audio_01918,402.2,APP,"Fedex 5132, descend to 10000'",Fedex Five One Three Two descend to One Zero Thousand,F EH D EH K S F AY V W AH N TH R IY T UW D IH S EH N D T UW W AH N Z IH R OW TH AW Z AH N D
audio_01919,407.2,FDX5132,"Descend to 10000', Fedex 51",Descend to One Zero Thousand Fedex Five One,D IH S EH N D T UW W AH N Z IH R OW TH AW Z AH N D F EH D EH K S F AY V W AH N
audio_01920,411.0,DEP,"Korean Air 907, contact Daegu Control 132.8",Korean Air Niner Zero Seven contact Daegu Control One Three Two Decimal Eight,K AO R IY AH N EH R N AY N ER Z IH R OW S EH V AH N K AA N T AE K T D EY G UW K AH N T R OW L W AH N TH R IY T UW D EH S AH M AH L EY T
audio_01921,415.7,KAL907,"Daegu 132 8, Korean Air 907, good day",Daegu One Three Two Eight Korean Air Niner Zero Seven good day,D EY G UW W AH N TH R IY T UW EY T K AO R IY AH N EH R N AY N ER Z IH R OW S EH V AH N G UH D D EY
audio_01922,418.7,DEP,Good day,Good day,G UH D D EY
audio_01923,421.9,APP,"Polar 249, Descend to FL150",Polar Two Four Niner Descend to Flight Level One Five Zero,P OW L ER T UW F AO R N AY N ER D IH S EH N D T UW F L AY T L EH V AH L W AH N F AY V Z IH R OW
audio_01924,425.6,PAC249,"Descend to FL150, Polar 249",Descend to Flight Level One Five Zero Polar Two Four Niner,D IH S EH N D T UW F L AY T L EH V AH L W AH N F AY V Z IH R OW P OW L ER T UW F AO R N AY N ER
audio_01925,430.9,APP,"Korean Air 810, fly heading 120, maintain 2000', due to traffic",Korean Air Eight One Zero fly heading One Two Zero maintain Two Thousand due to traffic,K AO R IY AH N EH R EY T W AH N Z IH R OW F L AY HH EH D IH NG W AH N T UW Z IH R OW M EY N T EY N T UW TH AW Z AH N D D UW T UW T R AE F IH K
audio_01926,435.6,KAL810,"Heading 120, maintain 2000', Korean Air",Heading One Two Zero maintain Two Thousand Korean Air,HH EH D IH NG W AH N T UW Z IH R OW M EY N T EY N T UW TH AW Z AH N D K AO R IY AH N EH R
audio_01927,442.5,DEP .,"Korean Air 1235, contact Incheon Control 126.17",Korean Air One Two Three Five contact Incheon Control One Two Six Decimal One Seven,K AO R IY AH N EH R W AH N T UW TH R IY F AY V K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N
audio_01928,447.5,KAL1235,"126 17, Korean Air 1",One Two Six One Seven Korean Air One,W AH N T UW S IH K S W AH N S EH V AH N K AO R IY AH N EH R W AH N
audio_01930,461.0,DEP,"China Eastern 7042, Seoul Departure, radar contact, climb to FL260",China Eastern Seven Zero Four Two Seoul Departure radar contact climb to Flight Level Two Six Zero,CH AY N AH IY S T ER N S EH V AH N Z IH R OW F AO R T UW S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW
audio_01931,467.0,CES7042,"Climb to FL260, China Eastern 7042",Climb to Flight Level Two Six Zero China Eastern Seven Zero Four Two,K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW CH AY N AH IY S T ER N S EH V AH N Z IH R OW F AO R T UW
audio_01932,471.0,DEP,"Cargolux 6497, contact Daegu Control 132.8",Cargolux Six Four Niner Seven contact Daegu Control One Three Two Decimal Eight,K AA R G AH L K S IH K S F AO R N AY N ER S EH V AH N K AA N T AE K T D EY G UW K AH N T R OW L W AH N TH R IY T UW D EH S AH M AH L EY T
audio_01935,488.0,APP,"Polar 249, descend to 12000', QNH100",Polar Two Four Niner descend to One Two Thousand Q N H One Zero Zero,P OW L ER T UW F AO R N AY N ER D IH S EH N D T UW W AH N T UW TH AW Z AH N D K Y UW EH N EY CH W AH N Z IH R OW Z IH R OW
audio_01936,493.0,PAC249,"12000', QNH1006, Polar 249",One Two Thousand Q N H One Zero Zero Six Polar Two Four Niner,W AH N T UW TH AW Z AH N D K Y UW EH N EY CH W AH N Z IH R OW Z IH R OW S IH K S P OW L ER T UW F AO R N AY N ER
audio_01937,497.0,APP,"Polar 249, cancel altitude restriction",Polar Two Four Niner cancel altitude restriction,P OW L ER T UW F AO R N AY N ER K AE N S AH L AE L T AH T UW D R IY S T R IH K SH AH N
audio_01938,500.0,PAC249,"Cancel altitude restriction, Polar 249",Cancel altitude restriction Polar Two Four Niner,K AE N S AH L AE L T AH T UW D R IY S T R IH K SH AH N P OW L ER T UW F AO R N AY N ER
audio_01939,505.0,APP,"Fedex 5132, descend to 9000'",Fedex Five One Three Two descend to Niner Thousand,F EH D EH K S F AY V W AH N TH R IY T UW D IH S EH N D T UW N AY N ER TH AW Z AH N D
audio_01940,507.5,FDX5132,"9000', Fedex 51",Niner Thousand Fedex Five One,N AY N ER TH AW Z AH N D F EH D EH K S F AY V W AH N
audio_01941,511.1,DEP,"Jeju Air 143, contact Incheon Control 126.17",Jeju Air One Four Three contact Incheon Control One Two Six Decimal One Seven,JH EY JH UW EH R W AH N F AO R TH R IY K AA N T AE K T IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N
audio_01942,515.8,JJA143,"Incheon Control 126 17, Jeju Air 14",Incheon Control One Two Six One Seven Jeju Air One Four,IH N CH AH N K AH N T R OW L W AH N T UW S IH K S W AH N S EH V AH N JH EY JH UW EH R W AH N F AO R
audio_01943,521.8,APP,"Fedex 5132, descend to 5000', cleared ILS RWY33R",Fedex Five One Three Two descend to Five Thousand cleared I L S Runway Three Three Right,F EH D EH K S F AY V W AH N TH R IY T UW D IH S EH N D T UW F AY V TH AW Z AH N D K L IH R D AY EH L EH S R AH N W EY TH R IY TH R IY R AY T
audio_01944,527.8,FDX5132,"5000', cleared approach 33R, Fedex 51",Five Thousand cleared approach Three Three Right Fedex Five One,F AY V TH AW Z AH N D K L IH R D AH P R OW CH TH R IY TH R IY R AY T F EH D EH K S F AY V W AH N
audio_01945,533.3,APP es ae,"Korean Air 810, turn left heading 030",Korean Air Eight One Zero turn left heading Zero Three Zero,K AO R IY AH N EH R EY T W AH N Z IH R OW T ER N L EH F T HH EH D IH NG Z IH R OW TH R IY Z IH R OW
audio_01946,535.1,KAL810 12 be,"Left turn heading 030, Korean Air 810",Left turn heading Zero Three Zero Korean Air Eight One Zero,L EH F T T ER N HH EH D IH NG Z IH R OW TH R IY Z IH R OW K AO R IY AH N EH R EY T W AH N Z IH R OW
audio_01947,545.1,AAR786,"Approach, Asiana 786, established 33R",Approach Asiana Seven Eight Six established Three Three Right,AH P R OW CH AA S IY AA N AH S EH V AH N EY T S IH K S IH S T AE B L IH SH T TH R IY TH R IY R AY T
audio_01948,549.1,APP,"Polar 78 correction Asiana 786, continue Approach RWY33R",Polar Seven Eight correction Asiana Seven Eight Six continue Approach Runway Three Three Right,P OW L ER S EH V AH N EY T K ER EH K SH AH N AA S IY AA N AH S EH V AH N EY T S IH K S K AH N T IH N Y UW AH P R OW CH R AH N W EY TH R IY TH R IY R AY T
audio_01949,553.1,AAR876,"Continue 33R, Asiana",Continue Three Three Right Asiana,K AH N T IH N Y UW TH R IY TH R IY R AY T AA S IY AA N AH
audio_01950,557.1,APP,"Polar 249, descend to 7000', cancel altitude restriction",Polar Two Four Niner descend to Seven Thousand cancel altitude restriction,P OW L ER T UW F AO R N AY N ER D IH S EH N D T UW S EH V AH N TH AW Z AH N D K AE N S AH L AE L T AH T UW D R IY S T R IH K SH AH N
audio_01951,561.1,PAC249,"7000', cancel altitude restriction, Polar 24",Seven Thousand cancel altitude restriction Polar Two Four,S EH V AH N TH AW Z AH N D K AE N S AH L AE L T AH T UW D R IY S T R IH K SH AH N P OW L ER T UW F AO R
audio_01952,572.1,AAR242,"Departure, Asiana 242, good afternoon, passing 1000 3 Hundred for 5000' 5 Hundred EGOBA 1E",Departure Asiana Two Four Two good afternoon passing One Zero Zero Zero Three Hundred for Five Thousand Five Hundred $EGOBA$ One Echo,D IH P AA R CH ER AA S IY AA N AH T UW F AO R T UW G UH D AE F T ER N UW N P AE S IH NG W AH N Z IH R OW Z IH R OW Z IH R OW TH R IY HH AH N D R AH D F AO R F AY V TH AW Z AH N D F AY V HH AH N D R AH D IH G OW B AH W AH N EH K OW
audio_01953,580.1,DEP,"Asiana 242 Heavy, Seoul Departure, radar contact, climb climb via Seed to FL230",Asiana Two Four Two Heavy Seoul Departure radar contact climb climb via Seed to Flight Level Two Three Zero,AA S IY AA N AH T UW F AO R T UW HH EH V IY S OW L D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M K L AY M V AY AH S IY D T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW
audio_01954,587.1,AAR242 ,"Climb via SID, climb to FL230, Asiana 242",Climb via Sierra India Delta climb to Flight Level Two Three Zero Asiana Two Four Two,K L AY M V AY AH S IY EH R AH IH N D IY AH D EH L T AH K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW AA S IY AA N AH T UW F AO R T UW
audio_01955,592.1,DEP,"China Eastern 7042, direct BOPTA",China Eastern Seven Zero Four Two direct $BOPTA$,CH AY N AH IY S T ER N S EH V AH N Z IH R OW F AO R T UW D ER EH K T B AA P T AH
audio_01956,597.1,CES7042,"Direct BOPTA, China Eastern 704",Direct $BOPTA$ China Eastern Seven Zero Four,D ER EH K T B AA P T AH CH AY N AH IY S T ER N S EH V AH N Z IH R OW F AO R
audio_01957,601.1,APP,"turn left heading 360, descend to 1000' 6 Hundred, cleared ILS RWY34L Approach",turn left heading Three Six Zero descend to One Thousand Six Hundred cleared I L S Runway Three Four Left Approach,T ER N L EH F T HH EH D IH NG TH R IY S IH K S Z IH R OW D IH S EH N D T UW W AH N TH AW Z AH N D S IH K S HH AH N D R AH D K L IH R D AY EH L EH S R AH N W EY TH R IY F AO R L EH F T AH P R OW CH
audio_01959,615.1,DEP ,"Departure, radar contact, climb to 8000'",Departure radar contact climb to Eight Thousand,D IH P AA R CH ER R EY D AA R K AA N T AE K T K L AY M T UW EY T TH AW Z AH N D
audio_01960,618.1,UZB3698,"Climb 8000', Uzbek 3698",Climb Eight Thousand Uzbek Three Six Niner Eight,K L AY M EY T TH AW Z AH N D UW Z B EH K TH R IY S IH K S N AY N ER EY T
audio_01961,622.1,APP,"Asiana 786, contact Incheon Tower 118.2",Asiana Seven Eight Six contact Incheon Tower One One Eight Decimal Two,AA S IY AA N AH S EH V AH N EY T S IH K S K AA N T AE K T IH N CH AH N T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_01962,626.1,AAR786,"1 Eighteen 2, Asiana",One Eighteen Two Asiana,W AH N EY T IY N T UW AA S IY AA N AH
audio_01963,631.0,APP,"Polar 249, fly heading 260",Polar Two Four Niner fly heading Two Six Zero,P OW L ER T UW F AO R N AY N ER F L AY HH EH D IH NG T UW S IH K S Z IH R OW
audio_01964,633.8,PAC249,"Fly heading 260, Polar 249",Fly heading Two Six Zero Polar Two Four Niner,F L AY HH EH D IH NG T UW S IH K S Z IH R OW P OW L ER T UW F AO R N AY N ER
audio_01965,638.8,APP,"Polar 249, descend to 5000'",Polar Two Four Niner descend to Five Thousand,P OW L ER T UW F AO R N AY N ER D IH S EH N D T UW F AY V TH AW Z AH N D
audio_01966,641.3,PAC249,"Descend to 5000', Polar 249",Descend to Five Thousand Polar Two Four Niner,D IH S EH N D T UW F AY V TH AW Z AH N D P OW L ER T UW F AO R N AY N ER
audio_01967,646.2,DEP,"Uzbek 3698, climb to FL240",Uzbek Three Six Niner Eight climb to Flight Level Two Four Zero,UW Z B EH K TH R IY S IH K S N AY N ER EY T K L AY M T UW F L AY T L EH V AH L T UW F AO R Z IH R OW
audio_01969,655.3,DEP,"Asiana 242, cancel 5000' 5 Hundred",Asiana Two Four Two cancel Five Thousand Five Hundred,AA S IY AA N AH T UW F AO R T UW K AE N S AH L F AY V TH AW Z AH N D F AY V HH AH N D R AH D
audio_01970,657.8,AAR242,"Cancel 5000' 5 Hundred, Asiana 242, thank you",Cancel Five Thousand Five Hundred Asiana Two Four Two thank you,K AE N S AH L F AY V TH AW Z AH N D F AY V HH AH N D R AH D AA S IY AA N AH T UW F AO R T UW TH AE NG K Y UW
audio_01972,668.8,APP,"Polar 249, you have 20mile",Polar Two Four Niner you have 20mile,P OW L ER T UW F AO R N AY N ER Y UW HH AE V T W EH N T IY M AH L
